"id"|"label"|"type"|"img"
200447|"Rilievo da Fiesole con trofei"|"generic"|"It/ItObj0046Img01f.jpg"
200448|"Rilievo da Pozzuoli"|"generic"|"It/ItObj0047Img01f.jpg"
200449|"Rilievo da Pozzuoli"|"generic"|"It/ItObj0048Img01f.jpg"
200450|"Rilievo con figura di marinaio entro una barca"|"generic"|"It/ItObj0498Img01.jpg"
200451|"Terme Stabiane, Naumachia 1"|"generic"|"It/ItObj0050Img01f.jpg"
200452|"Sarcofago con saga degli Argonauti"|"generic"|"It/ItObj0509Img01.jpg"
200453|"Terme Stabiane, Naumachia 2"|"generic"|"It/ItObj0051Img01f.jpg"
200454|"Terme Stabiane, Graffito"|"generic"|"It/ItObj0052Img01f.jpg"
200455|"Mosaico dalla casa del Menandro"|"generic"|"It/ItObj0053Img01f.jpg"
200456|"Galera,  Antiquarium del Palatino"|"generic"|"It/ItObj0055Img01f.jpg"
200457|"Colonna di Marco Aurelio, ponte di barche"|"generic"|"It/ItObj0056Img01f.jpg"
200458|"Mosaico della vocazione di Pietro e Andrea"|"generic"|"It/ItObj0563Img01F.jpg"
200459|"Crater di Bologna"|"generic"|"It/ItObj0564Img01F.jpg"
200460|"Rilievo da Preneste"|"generic"|"It/ItObj0057Img01f.jpg"
200461|"Monumento funerario di Cartilio Poplicola"|"generic"|"It/ItObj0058Img00f.jpg"
200462|"Rilievo della Collezione Spada"|"generic"|"It/ItObj0059Img01f.jpg"
200463|"Navalia, Pompei, Casa del Labirinto"|"generic"|"It/ItObj0060Img01f.jpg"
200464|"Mosaico, Villa di Piazza Armerina, Ambiente 29"|"generic"|"It/ItObj0061Img01f.jpg"
200465|"Mosaico, Villa di Piazza Armerina, Ambiente 57"|"generic"|"IT/ITObj0062Img05df.jpg"
200466|"Mosaico, Villa di Piazza Armerina, Ambiente 04"|"generic"|"It/ItObj0062bImg02f.jpg"
200467|"Mosaico, Villa di Piazza Armerina, Ambiente 40"|"generic"|"IT/ITObj0062cImg01F.jpg"
200468|"Mosaico, Villa di Piazza Armerina, Ambiente 36"|"generic"|"IT/ITObj0062dImg01f.jpg"
200469|"Rilievo del faber navalis Longidienus"|"generic"|"It/ItObj0064Img01f.jpg"
200470|"Roma, Affresco della Collezione Albani"|"generic"|"It/ItObj0066Img01f.jpg"
200471|"Affresco da Stabiae con paesaggio marino"|"generic"|"It/ItObj0069Img01f.jpg"
200472|"Rilievo dei Quinquennales"|"generic"|"It/ItObj0070Img01f.jpg"
200473|"Sarcofago dalla catacomba di Pretestato"|"generic"|"It/ItObj0072Img01f.jpg"
200474|"Mosaico dell’Antiquarium dei Musei Capitolini"|"generic"|"It/ItObj0073Img01f.jpg"
200475|"Rilievo"|"generic"|"It/ItObj0075Img01f.jpg"
200476|"Prua, base di colonna"|"generic"|"It/ItObj0076Img01f.jpg"
200477|"Graffito da Alba Fucens"|"generic"|"It/ItObj0078Img01f.jpg"
200478|"Prua da Aquileia"|"generic"|"It/ItObj0080Img01f.jpg"
200479|"Prua da Ostia"|"generic"|"It/ItObj0085Img01f.jpg"
200480|"Urna in alabastro"|"generic"|"It/ItObj1001Img01F.jpg"
200481|"Urna in alabastro"|"generic"|"It/ItObj1002Img01F.jpg"
200482|"Graffito, Roma"|"generic"|"It/ItObj01123Img01f.jpg"
200483|"Matrice con Ulisse e le Sirene, Ostia"|"generic"|"It/ItObj00115Img01f.jpg"
200484|"Dionysos Skyphos"|"generic"|"It/ItObj0118Img01F.jpg"
200485|"Kleitias Painter Volute Krater"|"generic"|"It/ItObj0121Img01F.jpg"
200486|"Gef&auml;ss-Fragment aus Taranto"|"generic"|"It/ItObj0122Img01F.jpg"
200487|"White Ground Cup A from Vulci"|"generic"|"It/ItObj0126Img01F.jpg"
200488|"Black Figure Vulci Oinochoe"|"generic"|"It/ItObj0128Img01F.jpg"
200489|"Antimenes Dinos from Agrigento"|"generic"|"It/ItObj0129Img01F.jpg"
200490|"Leagros Group Column Krater"|"generic"|"IT/ItObj0130Img01F.jpg"
200491|"Falerii Dinos Fragment"|"generic"|"IT/ITObj0131Img01f.jpg"
200492|"Black Figure Cup A of Nikosthenes Potter"|"generic"|"It/ItObj0132Img01f.jpg"
200493|"Etrurian Cup Little Master Band"|"generic"|"IT/ITObj0133Img01f.jpg"
200494|"Siana Cup from Taranto"|"generic"|"It/ItObj0135Img01F.jpg"
200495|"Vatican Dinos Fragment attributed to Exekias"|"generic"|"It/ItObj0136Img01F.jpg"
200496|"Tarquinian Dinos Fragments"|"generic"|"It/ItObj0137Img00f.jpg"
200497|"Black Figure Fragments"|"generic"|"It/ItObj0138Img01f.jpg"
200498|"Epigrafe di Firmia Vittoria"|"generic"|"It/ItObj0200Img01f.jpg"
200499|"Edicola con il busto di un timoniere"|"generic"|"It/ItObj0201Img01f.jpg"
200500|"Ara rostrata dedicata ai venti"|"generic"|"It/ItObj0202Img01F.jpg"
200501|"Ara rostrata dedicata alla Tranquillit&agrave;"|"generic"|"It/ItObj0203Img01f.jpg"
200502|"La barca di Caronte"|"generic"|"It/ItObj204Img01f.jpg"
200503|"Coperchio di sarcofago con Ges&ugrave; e gli Apostoli"|"generic"|"It/ItObj0207Img01f.jpg"
200504|"Ancora su lastra sepolcrale, Roma"|"generic"|"It/ItObj0208Img01f.jpg"
200505|"Lucerna a navicella con Pietro e Paolo"|"generic"|"It/ItObj0209Img01f.jpg"
200506|"Trasporto di Leoni su Nave"|"generic"|"It/ItObj0210Img01F.jpg"
200507|"Scena di scarico di una nave"|"generic"|"It/ItObj0211Img01f.jpg"
200508|"Scena di caccia"|"generic"|"It/ItObj0212Img01f.jpg"
200509|"Rilievo con scene di vita familiare"|"generic"|"It/ItObj0213Img01f.jpg"
200510|"Graffito della nave Europa, Regio I, 17"|"generic"|"It/ItObj0218Img01f.jpg"
200511|"Graffito del Corridoio del Teatro Grande 1"|"generic"|"It/ItObj0235Img01f.jpg"
200512|"Nave di Lesbianus"|"generic"|"It/ItObj0292Img01f.jpg"
200513|"Rilievo con nave"|"generic"|"It/ItObj0294Img01f.jpg"
200514|"Graffito 13 del Corridoio del Teatro Grande"|"generic"|"It/ItObj0295Img01f.jpg"
200515|"Graffito 14 del Corridoio del Teatro Grande"|"generic"|"It/ItObj0296Img01f.jpg"
200516|"Graffito 15 del Corridoio del Teatro Grande"|"generic"|"It/ItObj0297Img01f.jpg"
200517|"Graffito 1 Domus Tiberiana"|"generic"|"It/ItObj0298Img01f.jpg"
200518|"Graffito 2 Domus Tiberiana"|"generic"|"It/ItObj0299Img01f.jpg"
200519|"Graffito 3 Domus Tiberiana"|"generic"|"It/ItObj0300Img01f.jpg"
200520|"Mosaico con pesci e scena di naufragio da Populonia"|"generic"|"It/ItObj0307Img02f.jpg"
200521|"Sarcofago con scena di Giona 1"|"generic"|"It/ItObj0400Img01f.jpg"
200522|"Sarcofago con scena di Giona 2"|"generic"|"It/ItObj0401Img01f.jpg"
200523|"Sarcofago con scena di Giona 5"|"generic"|"It/ItObj0402Img01f.jpg"
200524|"Sarcofago con scena di Giona 3"|"generic"|"It/ItObj0403Img01f.jpg"
200525|"Sarcofago con scena di Giona 4"|"generic"|"It/ItObj0404Img01f.jpg"
200526|"Sarcofago con scena di Giona 6"|"generic"|"It/ItObj0405Img01f.jpg"
200527|"Sarcofago con scena di Giona 7"|"generic"|"It/ItObj0406Img01f.jpg"
200528|"Sarcofago con scena di Giona 8"|"generic"|"It/ItObj0407Img01f.jpg"
200529|"Sarcofago con scena di Giona"|"generic"|"It/ItObj0408Img01f.jpg"
200530|"Sarcofago con scena di Giona 10: today lost"|"generic"|"It/ItObj0409Img01f.jpg"
200531|"Sarcofago con scena di Giona 11: today lost"|"generic"|"It/ItObj0410Img01f.jpg"
200532|"Sarcofago con scena di Giona 12"|"generic"|"It/ItObj0411Img01f.jpg"
200533|"Sarcofago con scena di Giona 13"|"generic"|"It/ItObj0412Img01f.jpg"
200534|"Sarcofago con Achille e Peleo"|"generic"|"It/ItObj0413Img01f.jpg"
200535|"Sarcofago con scena portuale"|"generic"|"It/ItObj0414Img01f.jpg"
200536|"Sarcofago con scena di Giona 14"|"generic"|"It/ItObj0415Img01f.jpg"
200537|"Coperchio di sarcofago con scena di Giona 24"|"generic"|"It/ItObj0416Img01f.jpg"
200538|"Sarcofago con scena di Giona 15"|"generic"|"It/ItObj0417Img01f.jpg"
200539|"Sarcofago con scena di Giona 16"|"generic"|"It/ItObj0418Img01f.jpg"
200540|"Sarcofago con scena di Giona 17"|"generic"|"It/ItObj0419Img01f.jpg"
200541|"Coperchio di sarcofago con scena di Giona 25"|"generic"|"It/ItObj0420Img01f.jpg"
200542|"Sarcofago con scena di Giona 18"|"generic"|"It/ItObj0421Img01f.jpg"
200543|"Sarcofago con scena di Giona 19"|"generic"|"It/ItObj0422Img01f.jpg"
200544|"Coperchio di sarcofago con scena di Giona 26"|"generic"|"It/ItObj0423Img01f.jpg"
200545|"Sarcofago con scena di Giona 20"|"generic"|"It/ItObj0424Img01f.jpg"
200546|"Sarcofago con scena di Giona 21"|"generic"|"It/ItObj0425Img01f.jpg"
200547|"Mosaico con scena di pesca, Borgo Regio"|"generic"|"It/ItObj0426Img01f.jpg"
200548|"Sarcofago con scena di Giona 22"|"generic"|"It/ItObj0427Img01f.jpg"
200549|"Sarcofago con scena di Giona 23"|"generic"|"It/ItObj0428Img01f.jpg"
200550|"Fr. di sarcofago con Cristo e s. Pietro"|"generic"|"It/ItObj0429Img01f.jpg"
200551|"Coperchio di sarcofago con scena di Giona 27"|"generic"|"It/ItObj0430Img01F.jpg"
200552|"Coperchio di sarcofago con scena di Giona 28"|"generic"|"It/ItObj0431Img01f.jpg"
200553|"Coperchio di sarcofago con scena di Giona 29"|"generic"|"It/ItObj0432Img01f.jpg"
200554|"Coperchio di sarcofago con scena di Giona 30"|"generic"|"It/ItObj0433Img01f.jpg"
200555|"Coperchio di sarcofago con scena di Giona 31"|"generic"|"It/ItObj0434Img01f.jpg"
200556|"Coperchio di sarcofago con scena di Giona 32"|"generic"|"It/ItObj0435Img01f.jpg"
200557|"Coperchio di sarcofago con scena di Giona 33"|"generic"|"It/ItObj0436Img01f.jpg"
200558|"Sarcofago con scena di Giona 24"|"generic"|"It/ItObj0438Img01f.jpg"
200559|"Sarcofago con scena di Giona 25"|"generic"|"It/ItObj0439Img01f.jpg"
200560|"Sarcofago con scena di pesca"|"generic"|"It/ItObj0440Img01f.jpg"
200561|"Sarcofago con scena di Giona 36"|"generic"|"It/ItObj0441Img01f.jpg"
200562|"Sarcofago con scena di Giona 37"|"generic"|"It/ItObj0442Img01f.jpg"
200563|"Sarcofago con scena di Giona 38"|"generic"|"It/ItObj0443Img01f.jpg"
200564|"Sarcofago con scena di Giona 39"|"generic"|"It/ItObj0444Img01f.jpg"
200565|"Sarcofago con scena di Giona 41"|"generic"|"It/ItObj0445Img01f.jpg"
200566|"Sarcofago con scena di Giona 40"|"generic"|"It/ItObj0446Img01f.jpg"
200567|"Coperchio di sarcofago con scena di Giona?"|"generic"|"It/ItObj0447Img01f.jpg"
200568|"Sarcofago con scena di Giona 42"|"generic"|"It/ItObj0449Img01f.jpg"
200569|"Sarcofago con scena di Giona 43"|"generic"|"It/ItObj0450Img01f.jpg"
200570|"Sarcofago con scena di Giona 44"|"generic"|"It/ItObj0451Img01f.jpg"
200571|"Sarcofago con scena di Giona 45"|"generic"|"It/ItObj0452Img01f.jpg"
200572|"Sarcofago con scena di Giona 46"|"generic"|"It/ItObj0453Img01F.jpg"
200573|"Sarcofago con scena di Giona 47"|"generic"|"It/ItObj0454Img01F.jpg"
200574|"Sarcofago dell’Annona"|"generic"|"It/ItObj0455Img01f.jpg"
200575|"Sarcofago con scena di Giona 48"|"generic"|"It/ItObj0456Img01f.jpg"
200576|"Sarcofago con scena di Giona 49"|"generic"|"It/ItObj0458Img01f.jpg"
200577|"Sarcofago con scena di Giona 50"|"generic"|"It/ItObj0459Img01f.jpg"
200578|"Sarcofago con scena di Giona 51"|"generic"|"It/ItObj0460Img01f.jpg"
200579|"Sarcofago con scena di Giona 52"|"generic"|"It/ItObj0461Img01f.jpg"
200580|"Coperchio di sarcofago del tipo di Enea"|"generic"|"It/ItObj0462Img01F.jpg"
200581|"Sarcofago con scena marittima, Roma"|"generic"|"It/ItObj0463Img01f.jpg"
200582|"Sarcofago con scena di Giona 53"|"generic"|"It/ItObj0464Img01f.jpg"
200583|"Coperchio di sarcofago con scena di Giona 68"|"generic"|"It/ItObj0465Img01f.jpg"
200584|"Sarcofago con Rea Silvia e Marte"|"generic"|"It/ItObj0466Img01F.jpg"
200585|"Sarcofago con scena di Giona 54"|"generic"|"It/ItObj0469Img01F.jpg"
200586|"Sarcofago con scena di Giona 55"|"generic"|"It/ItObj0470Img01f.jpg"
200587|"Sarcofago con scena di Giona 56"|"generic"|"It/ItObj0471Img01f.jpg"
200588|"Sarcofago con Protesilao"|"generic"|"It/ItObj0472Img01f.jpg"
200589|"Sarcofago con Oreste"|"generic"|"It/ItObj0473Img01f.jpg"
200590|"Sarcofago con clipeo"|"generic"|"It/ItObj0474Img01f.jpg"
200591|"Sarcofago con scena di Giona 57"|"generic"|"It/ItObj0476Img01f.jpg"
200592|"Sarcofago con scena di Giona 58"|"generic"|"It/ItObj0477Img01f.jpg"
200593|"Sarcofago con scena di Giona 59"|"generic"|"It/ItObj0478Img01f.jpg"
200594|"Sarcofago con scena di Giona 60"|"generic"|"It/ItObj0479Img01f.jpg"
200595|"Sarcofago con scena di Giona 61"|"generic"|"It/ItObj0480Img01F.jpg"
200596|"Sarcofago con scena di Giona 62"|"generic"|"It/ItObj0481Img01f.jpg"
200597|"Sarcofago con scena di Giona 63"|"generic"|"It/ItObj0482Img01F.jpg"
200598|"Sarcofago con scena di Giona 64"|"generic"|"It/ItObj0483Img01f.jpg"
200599|"Sarcofago con scena di Giona 65"|"generic"|"It/ItObj0484Img01f.jpg"
200600|"Sarcofago con clipeo, Roma"|"generic"|"It/ItObj0485Img01f.jpg"
200601|"Sarcofago con scena di Giona 66"|"generic"|"It/ItObj0486Img01f.jpg"
200602|"Coperchio di sarcofago con scena marittina"|"generic"|"It/ItObj0487Img01f.jpg"
200603|"Lid of sarcophagus, Roma"|"generic"|"It/ItObj0488Img01f.jpg"
200604|"Coperchio di sarcofago con scena di Giona 67"|"generic"|"It/ItObj0489Img01f.jpg"
200605|"Sarcofago della battaglia di Maratona"|"generic"|"It/ItObj0490Img01f.jpg"
200606|"Mosaico con scena nilotica e pigmei"|"generic"|"It/ItObj0492Img01f.jpg"
200607|"Mosaico da Isola Sacra con scena portuale"|"generic"|"It/ItObj0493Img01f.jpg"
200608|"Frammento di sarcofago, Ostia"|"generic"|"It/ItObj0495Img01f.jpg"
200609|"Pittura della Farnesina, Roma 2"|"generic"|"It/ItObj0502Img01f.jpg"
200610|"Pittura della Farnesina, Roma 3"|"generic"|"It/ItObj0503Img01f.jpg"
200611|"Mosaico pavimentale bianconero con paesaggio nilotico"|"generic"|"It/ItObj0511Img01f.jpg"
200612|"Pittura dal Porto Fluviale, Roma"|"generic"|"It/ItObj0516Img04f.jpg"
200613|"Pittura con Ulisse e le Sirene"|"generic"|"It/ItObj0517Img01f.jpg"
200614|"Pittura della Farnesina, Roma"|"generic"|"It/ItObj0518Img01f.jpg"
200615|"Prua dell Isola Tiberina"|"generic"|"It/ItObj0084yImg00f.jpg"
200616|"Graffito del Palatino 1"|"generic"|"It/ItObj0521Img01f.jpg"
200617|"Graffito del Palatino 2"|"generic"|"It/ItObj0522Img01f.jpg"
200618|"Graffito del Palatino 3"|"generic"|"It/ItObj0523Img01f.jpg"
200619|"Graffito della nave Glycera, Regio IX, 19"|"generic"|"It/ItObj0219Img01f.jpg"
200620|"Graffito dalla Casa della Statuetta Indiana, Pompei Reg. I"|"generic"|"It/ItObj0220Img01.jpg"
200621|"Graffito dalla Casa della Statuetta Indiana, Pompei Reg. I, ins. 8, n. 5"|"generic"|"It/ItObj0221Img01f.jpg"
200622|"Graffito 2 dalla Casa della Statuetta Indiana, Pompei Reg. I, ins. 8, n. 5"|"generic"|"It/ItObj0222Img01f.jpg"
200623|"Graffito 3 dalla Casa della Statuetta Indiana, Pompei Reg. I"|"generic"|"It/ItObj0223Img01f.jpg"
200624|"Graffito dalle Terme Stabiane"|"generic"|"It/ItObj0224Img01f.jpg"
200625|"Graffito dalla Casa del Criptoportico"|"generic"|"It/ItObj0225Img01f.jpg"
200626|"Graffito 1 del Corridoio del Teatro Grande"|"generic"|"It/ItObj0226Img01f.jpg"
200627|"Graffito 2 del Corridoio del Teatro Grande"|"generic"|"It/ItObj0227Img01f.jpg"
200628|"Graffito 3 del Corridoio del Teatro Grande"|"generic"|"It/ItObj0228Img01f.jpg"
200629|"Graffito 4 del Corridoio del Teatro Grande"|"generic"|"It/ItObj0229Img01f.jpg"
200630|"Graffito 5 del Corridoio del Teatro Grande"|"generic"|"It/ItObj0230Img01f.jpg"
200631|"Graffito 6 del Corridoio del Teatro Grande"|"generic"|"It/ItObj0231Img01f.jpg"
200632|"Graffito 7 del Corridoio del Teatro Grande"|"generic"|"It/ItObj0537Img01f.jpg"
200633|"Graffito 8 del Corridoio del Teatro Grande"|"generic"|"It/ItObj0232Img01f.jpg"
200634|"Graffito 9 del Corridoio del Teatro Grande"|"generic"|"It/ItObj0233Img01f.jpg"
200635|"Graffito 10 del Corridoio del Teatro Grande"|"generic"|"It/ItObj0234Img01f.jpg"
200636|"Graffito 11 del Corridoio del Teatro Grande"|"generic"|"It/ItObj0541Img01f.jpg"
200637|"Graffito 12 del Corridoio del Teatro Grande"|"generic"|"It/ItObj0236Img01f.jpg"
200638|"Graffito di ancora, Roma"|"generic"|"It/ItObj0543Img01f.jpg"
200639|"Lucerna in forma di nave"|"generic"|"It/ItObj0545Img01F.jpg"
200640|"Frammento di sarcofago"|"generic"|"It/ItObj0546Img01f.jpg"
200641|"Sarcophagus with three ships"|"generic"|"It/ItObj0548Img01f.jpg"
200642|"Gravealtar of the family Carpus Pallantianus"|"generic"|"It/ItObj0549Img01f.jpg"
200643|"Sarcophagus Protesilaos, Via Appia Nuova"|"generic"|"It/ItObj0550Img01f.jpg"
200644|"Charon on column"|"generic"|"It/ItObj0551Img01f.jpg"
200645|"Nilotic terracotta relief"|"generic"|"It/ItObj0552Img01f.jpg"
200646|"Mosaic with Jonas scene from Aquileia"|"generic"|"It/ItObj0553Img01f.jpg"
200647|"Terracotta 2 da Isola Sacra con nave caudicaria"|"generic"|"It/ItObj0554Img01f.jpg"
200648|"Braccio Nuovo Odysseus Mosaic"|"generic"|"It/ItObj0555Img01f.jpg"
200649|"Four prorae from aphraktoi"|"generic"|"It/ItObj0556Img01f.jpg"
200650|"Gravemonument from Tyche and Munatius Faustus"|"generic"|"It/ItObj0557Img01f.jpg"
200651|"Ravenna, Mosaico della civitas Classis"|"generic"|"It/ItObj0558Img01f.jpg"
200652|"Pittura con Ulisse e le Sirene 1"|"generic"|"It/ItObj0559Img01f.jpg"
200653|"Bologna, frammento di coperchio di sarcofago con eroti naviganti"|"generic"|"It/ItObj0560Img01f.jpg"
200654|"Sarcofago con Eros e Psiche naviganti"|"generic"|"It/ItObj0561Img01f.jpg"
200655|"Matrice con Ulisse e le Sirene"|"generic"|"It/ItObj0562Img01f.jpg"
200656|"Graffito di nave"|"generic"|"It/ItObj0565Img01f.jpg"
200657|"Pittura con scena di Giona"|"generic"|"It/ItObj0566Img01f.jpg"
200658|"Roma, Affresco con scena di Giona"|"generic"|"It/ItObj0567Img01f.jpg"
200659|"Roma, Affresco"|"generic"|"It/ItObj0568Img01f.jpg"
200660|"Roma, Mattone dipinto con nave e ancora"|"generic"|"It/ItObj0569Img01f.jpg"
200661|"Roma, Mattoni dipinti con navi"|"generic"|"It/ItObj0570Img01f.jpg"
200662|"Roma, Lastra funeraria con nave"|"generic"|"It/ItObj0571Img01f.jpg"
200663|"Roma, Lastra funeraria con nave"|"generic"|"It/ItObj0572Img01f.jpg"
200664|"Roma, Lastra funeraria con nave"|"generic"|"It/ItObj0573Img01f.jpg"
200665|"Roma, Lastra funeraria con nave"|"generic"|"It/ItObj0574Img01f.jpg"
200666|"Roma, Lastra funeraria con nave"|"generic"|"It/ItObj0575Img01f.jpg"
200667|"Pittura con scena di Giona"|"generic"|"It/ItObj0576Img01f.jpg"
200668|"Pittura con scena di Giona"|"generic"|"It/ItObj0577Img01f.jpg"
200669|"Pittura con scena di Giona"|"generic"|"It/ItObj0578Img01f.jpg"
200670|"Pittura con scena di Giona"|"generic"|"It/ItObj0579Img01f.jpg"
200671|"Pittura con scena di Giona"|"generic"|"It/ItObj0580Img01f.jpg"
200672|"Coperchio di sarcofago con scena di Giona"|"generic"|"It/ItObj0581Img01f.jpg"
200673|"Pittura con scena di Giona"|"generic"|"It/ItObj0582Img01f.jpg"
200674|"Mosaico con scena di Giona"|"generic"|"It/ItObj0583Img01f.jpg"
200675|"Pittura con scena di Giona"|"generic"|"It/ItObj0584Img01f.jpg"
200676|"Affresco con scena di Giona"|"generic"|"It/ItObj0585Img01f.jpg"
200677|"Affresco con scena di Giona"|"generic"|"It/ItObj0586Img01f.jpg"
200678|"Coperchio di sarcofago con scena di Giona"|"generic"|"It/ItObj0587Img01f.jpg"
200679|"Coperchio di sarcofago con scena di Giona"|"generic"|"It/ItObj0588Img01f.jpg"
200680|"Frammento di sarcofago con scena di Giona"|"generic"|"It/ItObj0589Img01f.jpg"
200681|"Rilievo in porfido con Ulisse e le sirene"|"generic"|"It/ItObj0591Img01f.jpg"
200682|"Metopa con nave, Aquileia"|"generic"|"It/ItObj0592Img01f.jpg"
200683|"Stele del faber navalis Cattius"|"generic"|"It/ItObj0593Img01f.jpg"
200684|"Pittura con scena di Giona"|"generic"|"It/ItObj0594Img01f.jpg"
200685|"Lastra funeraria di Faustiniana"|"generic"|"It/ItObj0595Img01f.jpg"
200686|"Lastra funeraria con imbarcazione"|"generic"|"It/ItObj0596Img01f.jpg"
200687|"Lastra funeraria con nave"|"generic"|"It/ItObj0597Img01f.jpg"
200688|"Lastra funeraria con nave"|"generic"|"It/ItObj0598Img01f.jpg"
200689|"Lastra funeraria con nave"|"generic"|"It/ItObj0599Img01f.jpg"
200690|"Lastra funeraria con nave"|"generic"|"It/ItObj0600Img01f.jpg"
200691|"Lastra funeraria con nave"|"generic"|"It/ItObj0601Img01f.jpg"
200692|"Lastra funeraria con nave"|"generic"|"It/ItObj0602Img01f.jpg"
200693|"Lastra funeraria con nave"|"generic"|"It/ItObj0603Img01f.jpg"
200694|"Lastra funeraria con nave"|"generic"|"It/ItObj0604Img01f.jpg"
200695|"Pittura con scena di Giona, Roma"|"generic"|"It/ItObj0606Img01f.jpg"
200696|"Frammento di sarcofago con scena di Giona"|"generic"|"It/ItObj0607Img01f.jpg"
200697|"Urna con la rappresentazione del ratto di Elena"|"generic"|"It/ItObj0608Img01f.jpg"
200698|"Urna con ratto di Elena"|"generic"|"It/ItObj0609Img01f.jpg"
200699|"Urna con la rappresentazione del ratto di Elena"|"generic"|"It/ItObj0610Img01f.jpg"
200700|"Urna con la rappresentazione del ratto di Elena"|"generic"|"It/ItObj0611Img01f.jpg"
200701|"Modellino di nave da Centuripe"|"generic"|"It/ItObj0612Img01f.jpg"
200702|"Prua di un modellino di nave"|"generic"|"It/ItObj0613Img01f.jpg"
200703|"Modellino di nave"|"generic"|"It/ItObj0614Img01F.jpg"
200704|"Modellino di nave da Milazzo"|"generic"|"It/ItObj0615Img01f.jpg"
200705|"Prua di modellino di nave da Milazzo"|"generic"|"It/ItObj0616Img01f.jpg"
200706|"Prua di modellino di nave da Milazzo"|"generic"|"It/ItObj0617Img01f.jpg"
200707|"Modellino di nave da Messina"|"generic"|"It/ItObj0618Img01f.jpg"
200708|"Poppa di un modellino di nave da Messina"|"generic"|"It/ItObj0619Img01f.jpg"
200709|"Urna con la rappresentazione del ratto di Elena, Volterra"|"generic"|"It/ItObj0620Img01f.jpg"
200710|"Urna con Filottete, Volterra"|"generic"|"It/ItObj0621Img01f.jpg"
200711|"Urna con Filottete, Volterra"|"generic"|"It/ItObj0622Img01f.jpg"
200712|"Frammento di urna con Filottete, Volterra"|"generic"|"It/ItObj0623Img01f.jpg"
200713|"Frammento di urna con ratto di Elena, Volterra"|"generic"|"It/ItObj0624Img01f.jpg"
200714|"Frammento di urna con scena del ratto di Elena, Volterra"|"generic"|"It/ItObj0625Img01f.jpg"
200715|"Frammento di urna con scena del ratto di Elena, Volterra"|"generic"|"It/ItObj0626Img01f.jpg"
200716|"Frammento di urna con scena del ratto di Elena, Volterra"|"generic"|"It/ItObj0627Img01f.jpg"
200717|"Frammento di urna con scena del ratto di Elena, Volterra"|"generic"|"It/ItObj0628Img01f.jpg"
200718|"Frammento di urna con scena del ratto di Elena, Volterra"|"generic"|"It/ItObj0629Img01f.jpg"
200719|"Pinax da Francavilla di Sicilia"|"generic"|"It/ItObj0630Img01f.jpg"
200720|"Modellino di nave da Lentini"|"generic"|"It/ItObj0632Img01f.jpg"
200721|"Modellino di nave da Siracusa"|"generic"|"It/ItObj0633Img01f.jpg"
200722|"Frammenti di prue da Siracusa"|"generic"|"It/ItObj0634Img01f.jpg"
200723|"Prua di nave da Siracusa"|"generic"|"It/ItObj0635Img01f.jpg"
200724|"Prua di nave da Siracusa"|"generic"|"It/ItObj0636Img01F.jpg"
200725|"Modellino di nave da Ortigia"|"generic"|"It/ItObj0637Img01F.jpg"
200726|"Modellino di nave"|"generic"|"It/ItObj0638Img01f.jpg"
200727|"Modellino A da Reggio Calabria"|"generic"|"It/ItObj0640Img01f.jpg"
200728|"Frammento di urna con scena del ratto di Elena"|"generic"|"It/ItObj0641Img01f.jpg"
200729|"Urna con scena del ratto di Elena"|"generic"|"It/ItObj0642Img01f.jpg"
200730|"Frammento di urna con scena del ratto di Elena"|"generic"|"It/ItObj0643Img01f.jpg"
200731|"Frammento di urna con scena del ratto di Elena"|"generic"|"It/ItObj0644Img01f.jpg"
200732|"Frammento di urna con scena del ratto di Elena"|"generic"|"It/ItObj0645Img01f.jpg"
200733|"Statue of the Nile, Roma"|"generic"|"It/ItObj0650Img01f.jpg"
200734|"Inscription for Constans"|"generic"|"It/ItObj0651Img01F.jpg"
200735|"Modellino di nave da Siracusa"|"generic"|"It/ItObj0652Img01f.jpg"
200736|"Jonas Sarcophagus in Kopenhaven"|"generic"|"It/ItObj0653Img01f.jpg"
200737|"Modellino da Reggio Calabria"|"generic"|"It/ItObj0639Img01af.jpg"
200738|"Frammento di urna con scena del ratto di Elena"|"generic"|"It/ItObj0646Img01f.jpg"
200739|"Priest Wa'il mosaic"|"generic"|"Jo/JrObj010Img0001xF.jpg"
200740|"Sergius mosaic"|"generic"|"Jo/JrObj011Img0001xF.jpg"
200741|"St. Stephen Church Mosaic"|"generic"|"Jo/JR012F0001.jpg"
200742|"Zay el-Gharbi mosaic"|"generic"|"Jo/JrObj013Img0001f.jpg"
200743|"Sidon Sarcophag"|"generic"|"Li/LiObj0001Img01F.jpg"
200744|"Relief d'Arlon"|"generic"|"Lu/LuObj0001Img01F.jpg"
200745|"Leptis Magna mosaic"|"generic"|"Ly/LyObj0001Img01F.jpg"
200746|"Cyr&egrave;ne Monument"|"generic"|"Ly/LyObj0002Img01F.jpg"
200747|"Malta Ship"|"generic"|"Ma/MAObj0001Img01f.jpg"
200748|"Colijnsplaat I"|"generic"|"Nl/NlObj0001Img01f.jpg"
200749|"Colijnsplaat II"|"generic"|"Nl/NlObj0002Img01f.jpg"
200750|"Colijnsplaat III"|"generic"|"Nl/NlObj0003Img01f.jpg"
200751|"Colijnsplaat IV"|"generic"|"Nl/NlObj0004Img01f.jpg"
