"fk_id_object"|"fk_id_metaindex"|"name"|"en"|"de"
200265|214|"material"|"Ceramic"|"Keramik"
200265|423|"culture"|"Roman"|"Römisch"
200265|116|"objecttype"|"Lamp"|"Lampe"
200266|423|"culture"|"Roman"|"Römisch"
200266|115|"objecttype"|"Domestic Vessel"|"Gef&auml;&szlig;"
200266|214|"material"|"Ceramic"|"Keramik"
200266|312|"technique"|"Moulded"|"Ausgeformt"
200267|423|"culture"|"Roman"|"Römisch"
200267|312|"technique"|"Moulded"|"Ausgeformt"
200267|214|"material"|"Ceramic"|"Keramik"
200267|115|"objecttype"|"Domestic Vessel"|"Gef&auml;&szlig;"
200268|312|"technique"|"Moulded"|"Ausgeformt"
200268|423|"culture"|"Roman"|"Römisch"
200268|116|"objecttype"|"Lamp"|"Lampe"
200268|214|"material"|"Ceramic"|"Keramik"
200269|312|"technique"|"Moulded"|"Ausgeformt"
200269|423|"culture"|"Roman"|"Römisch"
200269|214|"material"|"Ceramic"|"Keramik"
200269|126|"objecttype"|"Other"|"Sonstiges"
200270|423|"culture"|"Roman"|"Römisch"
200270|108|"objecttype"|"Arch"|"Bogen"
200270|302|"technique"|"Sculpture"|"Bildhauerei"
200270|202|"material"|"Limestone"|"Kalkstein"
200271|119|"objecttype"|"Relief"|"Relief"
200271|220|"material"|"Stone"|"Stein"
200271|302|"technique"|"Sculpture"|"Bildhauerei"
200271|423|"culture"|"Roman"|"Römisch"
200272|220|"material"|"Stone"|"Stein"
200272|105|"objecttype"|"Sarcophagus"|"Sarkophag"
200272|427|"culture"|"Roman (late)"|"Römisch (spät)"
200272|302|"technique"|"Sculpture"|"Bildhauerei"
200273|427|"culture"|"Roman (late)"|"Römisch (spät)"
200273|203|"material"|"Marble"|"Marmor"
200273|105|"objecttype"|"Sarcophagus"|"Sarkophag"
200273|302|"technique"|"Sculpture"|"Bildhauerei"
200274|302|"technique"|"Sculpture"|"Bildhauerei"
200274|220|"material"|"Stone"|"Stein"
200274|423|"culture"|"Roman"|"Römisch"
200274|119|"objecttype"|"Relief"|"Relief"
200275|110|"objecttype"|"Mosaic"|"Mosaik"
200275|303|"technique"|"Mosaic"|"Mosaik"
200275|220|"material"|"Stone"|"Stein"
200275|423|"culture"|"Roman"|"Römisch"
200276|105|"objecttype"|"Sarcophagus"|"Sarkophag"
200276|203|"material"|"Marble"|"Marmor"
200276|302|"technique"|"Sculpture"|"Bildhauerei"
200276|423|"culture"|"Roman"|"Römisch"
200277|111|"objecttype"|"Model"|"Modell"
200277|311|"technique"|"Casting"|"Gegossen"
200277|207|"material"|"Bronze"|"Bronze"
200277|423|"culture"|"Roman"|"Römisch"
200278|302|"technique"|"Sculpture"|"Bildhauerei"
200278|428|"culture"|"Greek"|"Griechisch"
200278|103|"objecttype"|"Stele"|"Stele"
200278|203|"material"|"Marble"|"Marmor"
200279|427|"culture"|"Roman (late)"|"Römisch (spät)"
200279|116|"objecttype"|"Lamp"|"Lampe"
200279|312|"technique"|"Moulded"|"Ausgeformt"
200279|214|"material"|"Ceramic"|"Keramik"
200280|115|"objecttype"|"Domestic Vessel"|"Gef&auml;&szlig;"
200280|312|"technique"|"Moulded"|"Ausgeformt"
200280|423|"culture"|"Roman"|"Römisch"
200280|214|"material"|"Ceramic"|"Keramik"
200281|312|"technique"|"Moulded"|"Ausgeformt"
200281|116|"objecttype"|"Lamp"|"Lampe"
200281|214|"material"|"Ceramic"|"Keramik"
200281|423|"culture"|"Roman"|"Römisch"
200282|214|"material"|"Ceramic"|"Keramik"
200282|112|"objecttype"|"Mould"|"Form"
200282|423|"culture"|"Roman"|"Römisch"
200282|312|"technique"|"Moulded"|"Ausgeformt"
200283|302|"technique"|"Sculpture"|"Bildhauerei"
200283|220|"material"|"Stone"|"Stein"
200283|423|"culture"|"Roman"|"Römisch"
200283|119|"objecttype"|"Relief"|"Relief"
200284|302|"technique"|"Sculpture"|"Bildhauerei"
200284|119|"objecttype"|"Relief"|"Relief"
200284|423|"culture"|"Roman"|"Römisch"
200284|220|"material"|"Stone"|"Stein"
200285|116|"objecttype"|"Lamp"|"Lampe"
200285|312|"technique"|"Moulded"|"Ausgeformt"
200285|427|"culture"|"Roman (late)"|"Römisch (spät)"
200285|214|"material"|"Ceramic"|"Keramik"
200286|312|"technique"|"Moulded"|"Ausgeformt"
200286|116|"objecttype"|"Lamp"|"Lampe"
200286|423|"culture"|"Roman"|"Römisch"
200286|214|"material"|"Ceramic"|"Keramik"
200287|312|"technique"|"Moulded"|"Ausgeformt"
200287|214|"material"|"Ceramic"|"Keramik"
200287|423|"culture"|"Roman"|"Römisch"
200287|116|"objecttype"|"Lamp"|"Lampe"
200288|116|"objecttype"|"Lamp"|"Lampe"
200288|312|"technique"|"Moulded"|"Ausgeformt"
200288|423|"culture"|"Roman"|"Römisch"
200288|214|"material"|"Ceramic"|"Keramik"
200289|423|"culture"|"Roman"|"Römisch"
200289|214|"material"|"Ceramic"|"Keramik"
200289|116|"objecttype"|"Lamp"|"Lampe"
200289|312|"technique"|"Moulded"|"Ausgeformt"
200290|423|"culture"|"Roman"|"Römisch"
200290|312|"technique"|"Moulded"|"Ausgeformt"
200290|116|"objecttype"|"Lamp"|"Lampe"
200290|214|"material"|"Ceramic"|"Keramik"
200291|302|"technique"|"Sculpture"|"Bildhauerei"
200291|428|"culture"|"Greek"|"Griechisch"
200291|203|"material"|"Marble"|"Marmor"
200291|119|"objecttype"|"Relief"|"Relief"
200292|423|"culture"|"Roman"|"Römisch"
200292|312|"technique"|"Moulded"|"Ausgeformt"
200292|214|"material"|"Ceramic"|"Keramik"
200292|119|"objecttype"|"Relief"|"Relief"
200293|423|"culture"|"Roman"|"Römisch"
200293|116|"objecttype"|"Lamp"|"Lampe"
200293|207|"material"|"Bronze"|"Bronze"
200293|311|"technique"|"Casting"|"Gegossen"
200294|428|"culture"|"Greek"|"Griechisch"
200294|322|"technique"|"Engobe"|"Engobe"
200294|126|"objecttype"|"Other"|"Sonstiges"
200294|214|"material"|"Ceramic"|"Keramik"
200295|315|"technique"|"Carving"|"Geschnitten"
200295|220|"material"|"Stone"|"Stein"
200295|119|"objecttype"|"Relief"|"Relief"
200295|427|"culture"|"Roman (late)"|"Römisch (spät)"
200296|219|"material"|"Ivory"|"Elfenbein"
200296|122|"objecttype"|"Book Cover"|"Buchdeckel"
200296|413|"culture"|"Carolingian"|"Karolingisch"
200296|315|"technique"|"Carving"|"Geschnitten"
200297|220|"material"|"Stone"|"Stein"
200297|302|"technique"|"Sculpture"|"Bildhauerei"
200297|423|"culture"|"Roman"|"Römisch"
200297|119|"objecttype"|"Relief"|"Relief"
200298|220|"material"|"Stone"|"Stein"
200298|427|"culture"|"Roman (late)"|"Römisch (spät)"
200298|302|"technique"|"Sculpture"|"Bildhauerei"
200298|105|"objecttype"|"Sarcophagus"|"Sarkophag"
200299|423|"culture"|"Roman"|"Römisch"
200299|116|"objecttype"|"Lamp"|"Lampe"
200299|312|"technique"|"Moulded"|"Ausgeformt"
200299|214|"material"|"Ceramic"|"Keramik"
200300|423|"culture"|"Roman"|"Römisch"
200300|116|"objecttype"|"Lamp"|"Lampe"
200300|214|"material"|"Ceramic"|"Keramik"
200300|312|"technique"|"Moulded"|"Ausgeformt"
200301|318|"technique"|"Minted"|"Gepr&auml;gt"
200301|113|"objecttype"|"Coin"|"M&uuml;nze"
200301|205|"material"|"Gold"|"Gold"
200301|427|"culture"|"Roman (late)"|"Römisch (spät)"
200302|423|"culture"|"Roman"|"Römisch"
200302|119|"objecttype"|"Relief"|"Relief"
200302|220|"material"|"Stone"|"Stein"
200302|302|"technique"|"Sculpture"|"Bildhauerei"
200303|302|"technique"|"Sculpture"|"Bildhauerei"
200303|423|"culture"|"Roman"|"Römisch"
200303|119|"objecttype"|"Relief"|"Relief"
200303|220|"material"|"Stone"|"Stein"
200304|302|"technique"|"Sculpture"|"Bildhauerei"
200304|203|"material"|"Marble"|"Marmor"
200304|423|"culture"|"Roman"|"Römisch"
200304|119|"objecttype"|"Relief"|"Relief"
200305|119|"objecttype"|"Relief"|"Relief"
200305|220|"material"|"Stone"|"Stein"
200305|423|"culture"|"Roman"|"Römisch"
200305|302|"technique"|"Sculpture"|"Bildhauerei"
200306|423|"culture"|"Roman"|"Römisch"
200306|220|"material"|"Stone"|"Stein"
200306|108|"objecttype"|"Arch"|"Bogen"
200306|302|"technique"|"Sculpture"|"Bildhauerei"
200307|203|"material"|"Marble"|"Marmor"
200307|119|"objecttype"|"Relief"|"Relief"
200307|302|"technique"|"Sculpture"|"Bildhauerei"
200307|428|"culture"|"Greek"|"Griechisch"
200308|119|"objecttype"|"Relief"|"Relief"
200308|302|"technique"|"Sculpture"|"Bildhauerei"
200308|423|"culture"|"Roman"|"Römisch"
200308|203|"material"|"Marble"|"Marmor"
200309|322|"technique"|"Engobe"|"Engobe"
200309|115|"objecttype"|"Domestic Vessel"|"Gef&auml;&szlig;"
200309|428|"culture"|"Greek"|"Griechisch"
200309|214|"material"|"Ceramic"|"Keramik"
200310|405|"culture"|"Medieval"|"Mittelalterlich"
200310|120|"objecttype"|"Painting"|"Malerei"
200310|213|"material"|"Parchment"|"Pergament"
200310|310|"technique"|"Other"|"Sonstige"
200311|111|"objecttype"|"Model"|"Modell"
200311|423|"culture"|"Roman"|"Römisch"
200311|214|"material"|"Ceramic"|"Keramik"
200311|312|"technique"|"Moulded"|"Ausgeformt"
200312|423|"culture"|"Roman"|"Römisch"
200312|214|"material"|"Ceramic"|"Keramik"
200312|111|"objecttype"|"Model"|"Modell"
200312|301|"technique"|"Modelling"|"Modelliert"
200313|312|"technique"|"Moulded"|"Ausgeformt"
200313|214|"material"|"Ceramic"|"Keramik"
200313|115|"objecttype"|"Domestic Vessel"|"Gef&auml;&szlig;"
200313|423|"culture"|"Roman"|"Römisch"
200314|423|"culture"|"Roman"|"Römisch"
200314|214|"material"|"Ceramic"|"Keramik"
200314|312|"technique"|"Moulded"|"Ausgeformt"
200314|115|"objecttype"|"Domestic Vessel"|"Gef&auml;&szlig;"
200315|115|"objecttype"|"Domestic Vessel"|"Gef&auml;&szlig;"
200315|312|"technique"|"Moulded"|"Ausgeformt"
200315|214|"material"|"Ceramic"|"Keramik"
200315|423|"culture"|"Roman"|"Römisch"
200316|423|"culture"|"Roman"|"Römisch"
200316|312|"technique"|"Moulded"|"Ausgeformt"
200316|214|"material"|"Ceramic"|"Keramik"
200316|115|"objecttype"|"Domestic Vessel"|"Gef&auml;&szlig;"
200317|214|"material"|"Ceramic"|"Keramik"
200317|322|"technique"|"Engobe"|"Engobe"
200317|428|"culture"|"Greek"|"Griechisch"
200317|115|"objecttype"|"Domestic Vessel"|"Gef&auml;&szlig;"
200318|115|"objecttype"|"Domestic Vessel"|"Gef&auml;&szlig;"
200318|214|"material"|"Ceramic"|"Keramik"
200318|423|"culture"|"Roman"|"Römisch"
200318|312|"technique"|"Moulded"|"Ausgeformt"
200319|115|"objecttype"|"Domestic Vessel"|"Gef&auml;&szlig;"
200319|312|"technique"|"Moulded"|"Ausgeformt"
200319|214|"material"|"Ceramic"|"Keramik"
200319|423|"culture"|"Roman"|"Römisch"
200320|214|"material"|"Ceramic"|"Keramik"
200320|428|"culture"|"Greek"|"Griechisch"
200320|322|"technique"|"Engobe"|"Engobe"
200320|115|"objecttype"|"Domestic Vessel"|"Gef&auml;&szlig;"
200321|428|"culture"|"Greek"|"Griechisch"
200321|322|"technique"|"Engobe"|"Engobe"
200321|214|"material"|"Ceramic"|"Keramik"
200321|115|"objecttype"|"Domestic Vessel"|"Gef&auml;&szlig;"
200322|115|"objecttype"|"Domestic Vessel"|"Gef&auml;&szlig;"
200322|322|"technique"|"Engobe"|"Engobe"
200322|214|"material"|"Ceramic"|"Keramik"
200323|115|"objecttype"|"Domestic Vessel"|"Gef&auml;&szlig;"
200323|322|"technique"|"Engobe"|"Engobe"
200323|214|"material"|"Ceramic"|"Keramik"
200323|428|"culture"|"Greek"|"Griechisch"
200324|427|"culture"|"Roman (late)"|"Römisch (spät)"
200324|302|"technique"|"Sculpture"|"Bildhauerei"
200324|201|"material"|"Unknown"|"Unbekannt"
200324|105|"objecttype"|"Sarcophagus"|"Sarkophag"
200325|302|"technique"|"Sculpture"|"Bildhauerei"
200325|111|"objecttype"|"Model"|"Modell"
200325|203|"material"|"Marble"|"Marmor"
200325|423|"culture"|"Roman"|"Römisch"
200326|322|"technique"|"Engobe"|"Engobe"
200326|115|"objecttype"|"Domestic Vessel"|"Gef&auml;&szlig;"
200326|214|"material"|"Ceramic"|"Keramik"
200326|428|"culture"|"Greek"|"Griechisch"
200327|423|"culture"|"Roman"|"Römisch"
200327|203|"material"|"Marble"|"Marmor"
200327|106|"objecttype"|"Monument"|"Monument"
200327|302|"technique"|"Sculpture"|"Bildhauerei"
200328|423|"culture"|"Roman"|"Römisch"
200328|315|"technique"|"Carving"|"Geschnitten"
200328|103|"objecttype"|"Stele"|"Stele"
200328|203|"material"|"Marble"|"Marmor"
200329|315|"technique"|"Carving"|"Geschnitten"
200329|102|"objecttype"|"Gravestone"|"Grabstein"
200329|423|"culture"|"Roman"|"Römisch"
200329|203|"material"|"Marble"|"Marmor"
200330|316|"technique"|"Punching"|"Gepunzt"
200330|126|"objecttype"|"Other"|"Sonstiges"
200330|205|"material"|"Gold"|"Gold"
200330|428|"culture"|"Greek"|"Griechisch"
200331|322|"technique"|"Engobe"|"Engobe"
200331|428|"culture"|"Greek"|"Griechisch"
200331|115|"objecttype"|"Domestic Vessel"|"Gef&auml;&szlig;"
200331|214|"material"|"Ceramic"|"Keramik"
200332|126|"objecttype"|"Other"|"Sonstiges"
200332|303|"technique"|"Mosaic"|"Mosaik"
200332|209|"material"|"Glass"|"Glas"
200332|427|"culture"|"Roman (late)"|"Römisch (spät)"
200333|303|"technique"|"Mosaic"|"Mosaik"
200333|209|"material"|"Glass"|"Glas"
200333|126|"objecttype"|"Other"|"Sonstiges"
200333|427|"culture"|"Roman (late)"|"Römisch (spät)"
200334|427|"culture"|"Roman (late)"|"Römisch (spät)"
200334|209|"material"|"Glass"|"Glas"
200334|126|"objecttype"|"Other"|"Sonstiges"
200334|303|"technique"|"Mosaic"|"Mosaik"
200335|322|"technique"|"Engobe"|"Engobe"
200335|428|"culture"|"Greek"|"Griechisch"
200335|214|"material"|"Ceramic"|"Keramik"
200335|115|"objecttype"|"Domestic Vessel"|"Gef&auml;&szlig;"
200336|115|"objecttype"|"Domestic Vessel"|"Gef&auml;&szlig;"
200336|322|"technique"|"Engobe"|"Engobe"
200336|214|"material"|"Ceramic"|"Keramik"
200336|428|"culture"|"Greek"|"Griechisch"
200337|120|"objecttype"|"Painting"|"Malerei"
200337|210|"material"|"Plaster"|"Putz"
200337|428|"culture"|"Greek"|"Griechisch"
200337|304|"technique"|"Fresco"|"Fresko"
200338|119|"objecttype"|"Relief"|"Relief"
200338|428|"culture"|"Greek"|"Griechisch"
200338|220|"material"|"Stone"|"Stein"
200338|302|"technique"|"Sculpture"|"Bildhauerei"
200339|207|"material"|"Bronze"|"Bronze"
200339|310|"technique"|"Other"|"Sonstige"
200339|126|"objecttype"|"Other"|"Sonstiges"
200339|427|"culture"|"Roman (late)"|"Römisch (spät)"
200340|310|"technique"|"Other"|"Sonstige"
200340|111|"objecttype"|"Model"|"Modell"
200340|415|"culture"|"Assyrian"|"Assyrisch"
200340|206|"material"|"Silver"|"Silber"
200341|128|"objecttype"|"Seal"|"Rollsiegel"
200341|223|"material"|"Other"|"Sonstiges"
200341|315|"technique"|"Carving"|"Geschnitten"
200341|419|"culture"|"Akkadian"|"Akkadisch"
200342|220|"material"|"Stone"|"Stein"
200342|315|"technique"|"Carving"|"Geschnitten"
200342|128|"objecttype"|"Seal"|"Rollsiegel"
200342|412|"culture"|"Babylonian"|"Babylonisch"
200343|311|"technique"|"Casting"|"Gegossen"
200343|111|"objecttype"|"Model"|"Modell"
200343|404|"culture"|"Iron Age"|"Eisenzeitlich"
200343|205|"material"|"Gold"|"Gold"
200344|423|"culture"|"Roman"|"Römisch"
200344|303|"technique"|"Mosaic"|"Mosaik"
200344|110|"objecttype"|"Mosaic"|"Mosaik"
200344|220|"material"|"Stone"|"Stein"
200345|220|"material"|"Stone"|"Stein"
200345|303|"technique"|"Mosaic"|"Mosaik"
200345|411|"culture"|"Byzantine"|"Byzantinisch"
200345|110|"objecttype"|"Mosaic"|"Mosaik"
200346|110|"objecttype"|"Mosaic"|"Mosaik"
200346|220|"material"|"Stone"|"Stein"
200346|303|"technique"|"Mosaic"|"Mosaik"
200346|411|"culture"|"Byzantine"|"Byzantinisch"
200347|220|"material"|"Stone"|"Stein"
200347|303|"technique"|"Mosaic"|"Mosaik"
200347|411|"culture"|"Byzantine"|"Byzantinisch"
200347|110|"objecttype"|"Mosaic"|"Mosaik"
200348|303|"technique"|"Mosaic"|"Mosaik"
200348|411|"culture"|"Byzantine"|"Byzantinisch"
200348|220|"material"|"Stone"|"Stein"
200348|110|"objecttype"|"Mosaic"|"Mosaik"
200349|110|"objecttype"|"Mosaic"|"Mosaik"
200349|303|"technique"|"Mosaic"|"Mosaik"
200349|220|"material"|"Stone"|"Stein"
200349|411|"culture"|"Byzantine"|"Byzantinisch"
200350|303|"technique"|"Mosaic"|"Mosaik"
200350|220|"material"|"Stone"|"Stein"
200350|110|"objecttype"|"Mosaic"|"Mosaik"
200350|411|"culture"|"Byzantine"|"Byzantinisch"
200351|411|"culture"|"Byzantine"|"Byzantinisch"
200351|303|"technique"|"Mosaic"|"Mosaik"
200351|110|"objecttype"|"Mosaic"|"Mosaik"
200351|220|"material"|"Stone"|"Stein"
200352|309|"technique"|"Engraving"|"Graviert"
200352|204|"material"|"Granite"|"Granit"
200352|402|"culture"|"Bronze Age"|"Bronzezeitlich"
200352|118|"objecttype"|"Rock Art"|"Felszeichnung"
200353|319|"technique"|"Stamped"|"Gestempelt"
200353|115|"objecttype"|"Domestic Vessel"|"Gef&auml;&szlig;"
200353|423|"culture"|"Roman"|"Römisch"
200353|214|"material"|"Ceramic"|"Keramik"
200354|402|"culture"|"Bronze Age"|"Bronzezeitlich"
200354|220|"material"|"Stone"|"Stein"
200354|103|"objecttype"|"Stele"|"Stele"
200354|315|"technique"|"Carving"|"Geschnitten"
200355|423|"culture"|"Roman"|"Römisch"
200355|220|"material"|"Stone"|"Stein"
200355|106|"objecttype"|"Monument"|"Monument"
200355|302|"technique"|"Sculpture"|"Bildhauerei"
200356|304|"technique"|"Fresco"|"Fresko"
200356|210|"material"|"Plaster"|"Putz"
200356|423|"culture"|"Roman"|"Römisch"
200356|120|"objecttype"|"Painting"|"Malerei"
200357|304|"technique"|"Fresco"|"Fresko"
200357|120|"objecttype"|"Painting"|"Malerei"
200357|423|"culture"|"Roman"|"Römisch"
200357|210|"material"|"Plaster"|"Putz"
200358|423|"culture"|"Roman"|"Römisch"
200358|120|"objecttype"|"Painting"|"Malerei"
200358|304|"technique"|"Fresco"|"Fresko"
200358|210|"material"|"Plaster"|"Putz"
200359|304|"technique"|"Fresco"|"Fresko"
200359|210|"material"|"Plaster"|"Putz"
200359|423|"culture"|"Roman"|"Römisch"
200359|120|"objecttype"|"Painting"|"Malerei"
200360|423|"culture"|"Roman"|"Römisch"
200360|304|"technique"|"Fresco"|"Fresko"
200360|120|"objecttype"|"Painting"|"Malerei"
200360|210|"material"|"Plaster"|"Putz"
200361|120|"objecttype"|"Painting"|"Malerei"
200361|423|"culture"|"Roman"|"Römisch"
200361|210|"material"|"Plaster"|"Putz"
200361|304|"technique"|"Fresco"|"Fresko"
200362|304|"technique"|"Fresco"|"Fresko"
200362|210|"material"|"Plaster"|"Putz"
200362|423|"culture"|"Roman"|"Römisch"
200362|120|"objecttype"|"Painting"|"Malerei"
200363|210|"material"|"Plaster"|"Putz"
200363|304|"technique"|"Fresco"|"Fresko"
200363|423|"culture"|"Roman"|"Römisch"
200363|120|"objecttype"|"Painting"|"Malerei"
200364|304|"technique"|"Fresco"|"Fresko"
200364|210|"material"|"Plaster"|"Putz"
200364|423|"culture"|"Roman"|"Römisch"
200364|120|"objecttype"|"Painting"|"Malerei"
200365|423|"culture"|"Roman"|"Römisch"
200365|120|"objecttype"|"Painting"|"Malerei"
200365|210|"material"|"Plaster"|"Putz"
200365|304|"technique"|"Fresco"|"Fresko"
200366|423|"culture"|"Roman"|"Römisch"
200366|304|"technique"|"Fresco"|"Fresko"
200366|120|"objecttype"|"Painting"|"Malerei"
200366|210|"material"|"Plaster"|"Putz"
200367|423|"culture"|"Roman"|"Römisch"
200367|304|"technique"|"Fresco"|"Fresko"
200367|210|"material"|"Plaster"|"Putz"
200367|120|"objecttype"|"Painting"|"Malerei"
200368|210|"material"|"Plaster"|"Putz"
200368|423|"culture"|"Roman"|"Römisch"
200368|304|"technique"|"Fresco"|"Fresko"
200368|120|"objecttype"|"Painting"|"Malerei"
200369|304|"technique"|"Fresco"|"Fresko"
200369|120|"objecttype"|"Painting"|"Malerei"
200369|210|"material"|"Plaster"|"Putz"
200369|423|"culture"|"Roman"|"Römisch"
200370|304|"technique"|"Fresco"|"Fresko"
200370|120|"objecttype"|"Painting"|"Malerei"
200370|423|"culture"|"Roman"|"Römisch"
200370|210|"material"|"Plaster"|"Putz"
200371|210|"material"|"Plaster"|"Putz"
200371|423|"culture"|"Roman"|"Römisch"
200371|120|"objecttype"|"Painting"|"Malerei"
200371|304|"technique"|"Fresco"|"Fresko"
200372|423|"culture"|"Roman"|"Römisch"
200372|103|"objecttype"|"Stele"|"Stele"
200372|302|"technique"|"Sculpture"|"Bildhauerei"
200372|220|"material"|"Stone"|"Stein"
200373|119|"objecttype"|"Relief"|"Relief"
200373|203|"material"|"Marble"|"Marmor"
200373|423|"culture"|"Roman"|"Römisch"
200373|302|"technique"|"Sculpture"|"Bildhauerei"
200374|302|"technique"|"Sculpture"|"Bildhauerei"
200374|423|"culture"|"Roman"|"Römisch"
200374|119|"objecttype"|"Relief"|"Relief"
200374|203|"material"|"Marble"|"Marmor"
200375|220|"material"|"Stone"|"Stein"
200375|104|"objecttype"|"Altar"|"Altar"
200375|302|"technique"|"Sculpture"|"Bildhauerei"
200375|423|"culture"|"Roman"|"Römisch"
200376|423|"culture"|"Roman"|"Römisch"
200376|203|"material"|"Marble"|"Marmor"
200376|105|"objecttype"|"Sarcophagus"|"Sarkophag"
200376|302|"technique"|"Sculpture"|"Bildhauerei"
200377|423|"culture"|"Roman"|"Römisch"
200377|105|"objecttype"|"Sarcophagus"|"Sarkophag"
200377|302|"technique"|"Sculpture"|"Bildhauerei"
200377|203|"material"|"Marble"|"Marmor"
200378|423|"culture"|"Roman"|"Römisch"
200378|302|"technique"|"Sculpture"|"Bildhauerei"
200378|106|"objecttype"|"Monument"|"Monument"
200378|203|"material"|"Marble"|"Marmor"
200379|423|"culture"|"Roman"|"Römisch"
200379|220|"material"|"Stone"|"Stein"
200379|303|"technique"|"Mosaic"|"Mosaik"
200379|110|"objecttype"|"Mosaic"|"Mosaik"
200380|110|"objecttype"|"Mosaic"|"Mosaik"
200380|303|"technique"|"Mosaic"|"Mosaik"
200380|423|"culture"|"Roman"|"Römisch"
200380|220|"material"|"Stone"|"Stein"
200381|423|"culture"|"Roman"|"Römisch"
200381|220|"material"|"Stone"|"Stein"
200381|110|"objecttype"|"Mosaic"|"Mosaik"
200381|303|"technique"|"Mosaic"|"Mosaik"
200382|302|"technique"|"Sculpture"|"Bildhauerei"
200382|203|"material"|"Marble"|"Marmor"
200382|119|"objecttype"|"Relief"|"Relief"
200382|423|"culture"|"Roman"|"Römisch"
200383|423|"culture"|"Roman"|"Römisch"
200383|203|"material"|"Marble"|"Marmor"
200383|315|"technique"|"Carving"|"Geschnitten"
200383|107|"objecttype"|"Column"|"S&auml;ule"
200384|115|"objecttype"|"Domestic Vessel"|"Gef&auml;&szlig;"
200384|427|"culture"|"Roman (late)"|"Römisch (spät)"
200384|209|"material"|"Glass"|"Glas"
200384|310|"technique"|"Other"|"Sonstige"
200385|423|"culture"|"Roman"|"Römisch"
200385|302|"technique"|"Sculpture"|"Bildhauerei"
200385|203|"material"|"Marble"|"Marmor"
200385|109|"objecttype"|"Statue"|"Statue"
200386|307|"technique"|"Ink"|"Tinte"
200386|213|"material"|"Parchment"|"Pergament"
200386|101|"objecttype"|"Manuscript"|"Handschrift"
200386|405|"culture"|"Medieval"|"Mittelalterlich"
200387|427|"culture"|"Roman (late)"|"Römisch (spät)"
200387|213|"material"|"Parchment"|"Pergament"
200387|307|"technique"|"Ink"|"Tinte"
200387|101|"objecttype"|"Manuscript"|"Handschrift"
200388|307|"technique"|"Ink"|"Tinte"
200388|213|"material"|"Parchment"|"Pergament"
200388|101|"objecttype"|"Manuscript"|"Handschrift"
200388|427|"culture"|"Roman (late)"|"Römisch (spät)"
200389|307|"technique"|"Ink"|"Tinte"
200389|101|"objecttype"|"Manuscript"|"Handschrift"
200389|427|"culture"|"Roman (late)"|"Römisch (spät)"
200389|213|"material"|"Parchment"|"Pergament"
200390|101|"objecttype"|"Manuscript"|"Handschrift"
200390|213|"material"|"Parchment"|"Pergament"
200390|427|"culture"|"Roman (late)"|"Römisch (spät)"
200390|307|"technique"|"Ink"|"Tinte"
200391|307|"technique"|"Ink"|"Tinte"
200391|213|"material"|"Parchment"|"Pergament"
200391|101|"objecttype"|"Manuscript"|"Handschrift"
200391|427|"culture"|"Roman (late)"|"Römisch (spät)"
200392|101|"objecttype"|"Manuscript"|"Handschrift"
200392|213|"material"|"Parchment"|"Pergament"
200392|307|"technique"|"Ink"|"Tinte"
200392|427|"culture"|"Roman (late)"|"Römisch (spät)"
200393|427|"culture"|"Roman (late)"|"Römisch (spät)"
200393|307|"technique"|"Ink"|"Tinte"
200393|213|"material"|"Parchment"|"Pergament"
200393|101|"objecttype"|"Manuscript"|"Handschrift"
200394|213|"material"|"Parchment"|"Pergament"
200394|307|"technique"|"Ink"|"Tinte"
200394|427|"culture"|"Roman (late)"|"Römisch (spät)"
200394|101|"objecttype"|"Manuscript"|"Handschrift"
200395|307|"technique"|"Ink"|"Tinte"
200395|213|"material"|"Parchment"|"Pergament"
200395|101|"objecttype"|"Manuscript"|"Handschrift"
200395|427|"culture"|"Roman (late)"|"Römisch (spät)"
200396|101|"objecttype"|"Manuscript"|"Handschrift"
200396|307|"technique"|"Ink"|"Tinte"
200396|427|"culture"|"Roman (late)"|"Römisch (spät)"
200396|213|"material"|"Parchment"|"Pergament"
200397|427|"culture"|"Roman (late)"|"Römisch (spät)"
200397|307|"technique"|"Ink"|"Tinte"
200397|213|"material"|"Parchment"|"Pergament"
200397|101|"objecttype"|"Manuscript"|"Handschrift"
200398|101|"objecttype"|"Manuscript"|"Handschrift"
200398|213|"material"|"Parchment"|"Pergament"
200398|307|"technique"|"Ink"|"Tinte"
200398|405|"culture"|"Medieval"|"Mittelalterlich"
200399|101|"objecttype"|"Manuscript"|"Handschrift"
200399|213|"material"|"Parchment"|"Pergament"
200399|307|"technique"|"Ink"|"Tinte"
200399|405|"culture"|"Medieval"|"Mittelalterlich"
200400|115|"objecttype"|"Domestic Vessel"|"Gef&auml;&szlig;"
200400|209|"material"|"Glass"|"Glas"
200400|427|"culture"|"Roman (late)"|"Römisch (spät)"
200400|310|"technique"|"Other"|"Sonstige"
200401|213|"material"|"Parchment"|"Pergament"
200401|307|"technique"|"Ink"|"Tinte"
200401|423|"culture"|"Roman"|"Römisch"
200401|101|"objecttype"|"Manuscript"|"Handschrift"
200402|220|"material"|"Stone"|"Stein"
200402|302|"technique"|"Sculpture"|"Bildhauerei"
200402|105|"objecttype"|"Sarcophagus"|"Sarkophag"
200402|423|"culture"|"Roman"|"Römisch"
200403|427|"culture"|"Roman (late)"|"Römisch (spät)"
